date,chamber,timepoint,plant,T0,T3,Avg,Radius (cm),Height (cm),Ht (cm),Ht Adj (Cm),Vol (cm3),Vol (L),Area (cm2),Area (m2),time_min,ch4_ppm,c2o_ppm,n2o_ppm,ppm_min,ppm_min,ppm_min,uL,ug.ch4c.m2,mg.CH4-N.m-2 ,g.CH4-N.m-2,ug.co2c.m2,mg.CO2-N.m-2,g.CO2-N.m-2,ug.n2on.m2,mg.N2O-N.m-2,g.N2O-N.m-2,,,,
6/28/2016,,T3,N,28.6,30.6,29.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,2.302,2271.061,0.308,,,,,,,,,,,,,,,,,
6/28/2016,,T4,N,28.6,30.6,29.6,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,,,0.328,,,,,,,,,,,,,,,,,
6/28/2016,18P,T1,P,27.5,30.3,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,2.327,288.246,0.313,0.000,6.469,6.82514E-05,29.71828666,178.5276445,0.178527645,0.017852764,22114.39095,22.11439095,2.211439095,56.09,0.0561,0.01,,,,
6/28/2016,,T2,P,27.5,30.3,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,,376.984,0.319,,,,,,,,,,,,,,,,,
6/28/2016,,T3,P,27.5,30.3,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.346,700.295,0.320,,,,,,,,,,,,,,,,,
6/28/2016,,T4,P,27.5,30.3,28.9,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,2.344,1257.124,,,,,,,,,,,,,,,,,,
7/11/2016,1N,T1,N,24,31.4,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,1.874,993.569,0.242,-0.001,4.812,-5.09947E-05,24.37902801,170.6773021,0.170677302,0.01706773,90476.23358,90.47623358,9.047623358,51.36,0.0514,0.01,,,,
7/11/2016,,T2,N,24,31.4,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,,1218.373,0.206,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24,31.4,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,1.879,1536.589,0.222,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24,31.4,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,1.788,1721.941,0.223,,,,,,,,,,,,,,,,,
7/11/2016,1P,T1,P,24,30.6,27.3,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.030,449.811,0.134,-0.001,0.481,0.001152694,29.3723229,161.7015836,0.161701584,0.016170158,35835.01462,35.83501462,3.583501462,24.90,0.0249,0.00,,,,
7/11/2016,,T2,P,24,30.6,27.3,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,1.952,433.304,0.144,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24,30.6,27.3,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,,486.944,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24,30.6,27.3,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,1.901,,0.299,,,,,,,,,,,,,,,,,
7/11/2016,2N,T1,N,24.3,31.3,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,2.596,1224.516,0.219,-0.002,6.879,-0.000934423,24.40364086,242.5736058,0.242573606,0.024257361,114404.8971,114.4048971,11.44048971,47.67,0.0477,0.00,,,,
7/11/2016,,T2,N,24.3,31.3,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,,,0.165,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.3,31.3,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.541,1813.902,0.129,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.3,31.3,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,2.338,2260.590,,,,,,,,,,,,,,,,,,
7/11/2016,2P,T1,P,24.3,31.2,27.75,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.309,328.125,0.116,0.002,0.330,-2.50597E-05,29.40197694,169.615165,0.169615165,0.016961517,24105.53069,24.10553069,2.410553069,19.80,0.0198,0.00,,,,
7/11/2016,,T2,P,24.3,31.2,27.75,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,2.400,327.414,0.129,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24.3,31.2,27.75,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.559,355.694,0.125,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24.3,31.2,27.75,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.670,,0.115,,,,,,,,,,,,,,,,,
7/11/2016,3N,T1,N,24.3,30.5,27.4,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,37.870,292.999,0.112,-0.063,-0.140,0.000375529,24.40364086,3445.017841,3.445017841,0.344501784,26654.13476,26.65413476,2.665413476,23.78,0.0238,0.00,,,,
7/11/2016,,T2,N,24.3,30.5,27.4,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,40.402,172.748,0.141,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.3,30.5,27.4,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,34.864,216.097,0.149,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.3,30.5,27.4,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,29.772,236.752,,,,,,,,,,,,,,,,,,
7/11/2016,3P,T1,P,25.1,32.2,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,9.600,383.282,0.127,0.068,-0.123,-0.000172253,29.48105437,742.472339,0.742472339,0.074247234,29642.15282,29.64215282,2.964215282,22.86,0.0229,0.00,,,,
7/11/2016,,T2,P,25.1,32.2,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,12.096,362.917,0.126,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.1,32.2,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,15.825,,0.117,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.1,32.2,28.65,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,19.978,359.265,0.101,,,,,,,,,,,,,,,,,
7/11/2016,4N,T1,N,24.2,31.1,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.096,1171.073,0.118,0.000,4.375,0.000185636,24.39543657,201.0579062,0.201057906,0.020105791,112328.8473,112.3288473,11.23288473,26.47,0.0265,0.00,,,,
7/11/2016,,T2,N,24.2,31.1,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.037,,0.126,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.2,31.1,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.038,1638.332,0.135,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.2,31.1,27.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.049,1816.757,,,,,,,,,,,,,,,,,,
7/11/2016,4P,T1,P,24.7,31.6,28.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,2.241,384.114,0.135,-0.002,-0.540,-0.000157073,29.44151565,168.9493852,0.168949385,0.016894939,28963.6004,28.9636004,2.89636004,23.83,0.0238,0.00,,,,
7/11/2016,,T2,P,24.7,31.6,28.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,2.165,,0.126,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24.7,31.6,28.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,,323.030,0.118,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24.7,31.6,28.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,1.992,304.858,0.111,,,,,,,,,,,,,,,,,
7/11/2016,5N,T1,N,24.6,30.5,27.55,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,387.234,844.451,7.458,0.338,-2.451,-0.037670123,24.42825371,34240.07044,34.24007044,3.424007044,74668.24508,74.66824508,7.466824508,1538.75,1.5388,0.15,,,,
7/11/2016,,T2,N,24.6,30.5,27.55,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,,460.041,0.326,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.6,30.5,27.55,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,424.408,431.369,0.164,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.6,30.5,27.55,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,437.036,387.941,0.144,,,,,,,,,,,,,,,,,
7/11/2016,5P,T1,P,24.7,30.8,27.75,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,19.741,265.825,0.121,0.087,0.365,8.26625E-05,29.44151565,1528.753776,1.528753776,0.152875378,20585.93556,20.58593556,2.058593556,21.93,0.0219,0.00,,,,
7/11/2016,,T2,P,24.7,30.8,27.75,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,24.483,246.089,0.124,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24.7,30.8,27.75,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,27.892,292.555,0.129,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24.7,30.8,27.75,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,33.662,,,,,,,,,,,,,,,,,,,
7/11/2016,6N,T1,N,24.7,30.9,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,281.010,615.553,0.123,-0.250,-0.575,6.223E-05,24.43645799,26219.12345,26.21912345,2.621912345,57433.11396,57.43311396,5.743311396,26.81,0.0268,0.00,,,,
7/11/2016,,T2,N,24.7,30.9,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,,562.108,0.128,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.7,30.9,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,251.343,533.172,0.129,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.7,30.9,27.8,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,244.543,521.244,,,,,,,,,,,,,,,,,,
7/11/2016,6P,T1,P,25,29.3,27.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,4.225,366.161,0.130,0.031,-0.568,-0.000102285,29.47116969,318.2300858,0.318230086,0.031823009,27582.1218,27.5821218,2.75821218,22.83,0.0228,0.00,,,,
7/11/2016,,T2,P,25,29.3,27.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,5.470,291.961,0.121,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25,29.3,27.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,5.964,271.564,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25,29.3,27.15,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,9.314,266.816,0.113,,,,,,,,,,,,,,,,,
7/11/2016,7N,T1,N,24.8,32.6,28.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,3.721,857.560,0.769,-0.011,4.238,-0.003675066,24.44466227,337.9251774,0.337925177,0.033792518,77881.38766,77.88138766,7.788138766,163.03,0.1630,0.02,,,,
7/11/2016,,T2,N,24.8,32.6,28.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,,,,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.8,32.6,28.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,2.293,1434.439,0.274,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.8,32.6,28.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,2.201,1465.336,0.242,,,,,,,,,,,,,,,,,
7/11/2016,7P,T1,P,25.1,32.6,28.85,4.1275,0,17.5,17.5,937,0.937,54,0.005,30,2.298,443.880,0.228,-0.001,0.112,-0.000256167,29.48105437,163.6843699,0.16368437,0.016368437,31618.52321,31.61852321,3.161852321,37.83,0.0378,0.00,,,,
7/11/2016,,T2,P,25.1,32.6,28.85,4.1275,0,17.5,17.5,937,0.937,54,0.005,60,2.282,373.368,0.215,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.1,32.6,28.85,4.1275,0,17.5,17.5,937,0.937,54,0.005,120,2.250,443.931,0.204,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.1,32.6,28.85,4.1275,0,17.5,17.5,937,0.937,54,0.005,180,,429.864,0.187,,,,,,,,,,,,,,,,,
7/11/2016,8N,T1,N,24.7,31,27.85,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,6.403,380.991,0.218,-0.003,-0.280,-3.79814E-05,24.43645799,597.3922722,0.597392272,0.059739227,35547.68125,35.54768125,3.554768125,47.53,0.0475,0.00,,,,
7/11/2016,,T2,N,24.7,31,27.85,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,6.475,364.000,0.238,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.7,31,27.85,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,,,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.7,31,27.85,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,5.961,336.106,0.219,,,,,,,,,,,,,,,,,
7/11/2016,8P,T1,P,24.6,30.5,27.55,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,20.485,252.222,0.225,-0.092,0.180,-0.000163597,29.43163097,1628.647678,1.628647678,0.162864768,20053.22033,20.05322033,2.005322033,41.79,0.0418,0.00,,,,
7/11/2016,,T2,P,24.6,30.5,27.55,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,17.137,,0.216,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24.6,30.5,27.55,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,9.833,272.861,0.203,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24.6,30.5,27.55,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,7.027,278.584,0.201,,,,,,,,,,,,,,,,,
7/11/2016,9N,T1,N,24.8,30.5,27.65,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,1924.365,900.672,0.194,-3.094,-1.193,7.14432E-05,24.44466227,174765.7568,174.7657568,17.47657568,81796.70422,81.79670422,8.179670422,41.04,0.0410,0.00,,,,
7/11/2016,,T2,N,24.8,30.5,27.65,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,1756.193,870.987,,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.8,30.5,27.65,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,1515.079,766.223,0.201,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.8,30.5,27.65,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,1461.681,731.865,0.204,,,,,,,,,,,,,,,,,
7/11/2016,9P,T1,P,25.3,31.2,28.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,12.036,246.265,0.103,-0.048,0.979,0.000908682,29.50082372,905.7479049,0.905747905,0.09057479,18531.98726,18.53198726,1.853198726,18.05,0.0181,0.00,,,,
7/11/2016,,T2,P,25.3,31.2,28.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,,302.108,0.184,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.3,31.2,28.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,4.572,339.692,0.195,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.3,31.2,28.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,5.314,,,,,,,,,,,,,,,,,,,
7/11/2016,10N,T1,N,25.1,32.3,28.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,1.953,1206.250,0.217,0.001,1.607,0.000451294,24.46927512,172.3780486,0.172378049,0.017237805,106480.4956,106.4804956,10.64804956,44.80,0.0448,0.00,,,,
7/11/2016,,T2,N,25.1,32.3,28.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,,1738.588,0.257,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,25.1,32.3,28.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.010,1629.103,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,25.1,32.3,28.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.183,1591.431,0.294,,,,,,,,,,,,,,,,,
7/11/2016,10P,T1,P,25.1,31.6,28.35,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.184,367.786,0.208,-0.001,-0.206,-0.000132445,29.48105437,160.0421552,0.160042155,0.016004216,26946.73833,26.94673833,2.694673833,35.55,0.0356,0.00,,,,
7/11/2016,,T2,P,25.1,31.6,28.35,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,2.152,,0.207,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.1,31.6,28.35,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.057,333.733,0.199,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.1,31.6,28.35,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,1.994,339.131,0.189,,,,,,,,,,,,,,,,,
7/11/2016,11N,T1,N,24.5,30.7,27.6,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.137,990.599,0.230,-0.001,5.250,-3.15159E-05,24.42004942,204.8201796,0.20482018,0.020482018,94922.05453,94.92205453,9.492205453,51.51,0.0515,0.01,,,,
7/11/2016,,T2,N,24.5,30.7,27.6,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.056,1319.661,0.195,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.5,30.7,27.6,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,,1666.556,0.223,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.5,30.7,27.6,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,1.966,1800.633,0.211,,,,,,,,,,,,,,,,,
7/11/2016,11P,T1,P,24.5,31.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.177,305.893,0.208,-0.001,0.157,-4.66487E-08,29.42174629,173.1802989,0.173180299,0.01731803,24328.61676,24.32861676,2.432861676,38.61,0.0386,0.00,,,,
7/11/2016,,T2,P,24.5,31.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.165,281.644,0.219,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,24.5,31.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.116,336.629,0.218,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,24.5,31.2,27.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.062,311.743,0.210,,,,,,,,,,,,,,,,,
7/11/2016,12N,T1,N,25.2,32.7,28.95,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.251,1718.278,0.235,-0.001,8.337,0.000210152,24.47747941,198.6627332,0.198662733,0.019866273,151628.4034,151.6284034,15.16284034,48.46,0.0485,0.00,,,,
7/11/2016,,T2,N,25.2,32.7,28.95,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,,2274.822,0.235,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,25.2,32.7,28.95,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.175,2665.407,0.242,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,25.2,32.7,28.95,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.037,3054.443,0.267,,,,,,,,,,,,,,,,,
7/11/2016,12P,T1,P,25,32.2,28.6,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,2.233,532.363,0.229,-0.001,-1.117,-0.000229728,29.47116969,163.6412824,0.163641282,0.016364128,39017.94992,39.01794992,3.901794992,39.21,0.0392,0.00,,,,
7/11/2016,,T2,P,25,32.2,28.6,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,2.181,,,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25,32.2,28.6,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,2.146,374.471,0.204,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25,32.2,28.6,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,2.010,372.996,0.196,,,,,,,,,,,,,,,,,
7/11/2016,13N,T1,N,25.3,33.2,29.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,4.846,1173.589,0.437,0.002,3.813,-0.001502654,24.48568369,439.3248007,0.439324801,0.04393248,106403.708,106.403708,10.6403708,92.41,0.0924,0.01,,,,
7/11/2016,,T2,N,25.3,33.2,29.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,4.160,1492.211,,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,25.3,33.2,29.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,5.398,1553.963,0.211,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,25.3,33.2,29.25,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,4.636,1828.273,0.224,,,,,,,,,,,,,,,,,
7/11/2016,13P,T1,P,25.7,33.7,29.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,30,3.564,320.383,0.202,0.011,-0.238,0.000165569,29.54036244,260.5661065,0.260566106,0.026056611,23426.52272,23.42652272,2.342652272,34.42,0.0344,0.00,,,,
7/11/2016,,T2,P,25.7,33.7,29.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,60,4.058,,0.205,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.7,33.7,29.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,120,4.258,309.892,0.216,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.7,33.7,29.7,4.1275,0,18.0,18.0,963,0.963,54,0.005,180,5.371,283.087,,,,,,,,,,,,,,,,,,
7/11/2016,14N,T1,N,24.3,30.2,27.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,2.129,801.511,0.211,-0.001,2.309,5.69327E-05,24.40364086,198.882959,0.198882959,0.019888296,74884.12002,74.88412002,7.488412002,45.92,0.0459,0.00,,,,
7/11/2016,,T2,N,24.3,30.2,27.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,,999.276,0.228,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.3,30.2,27.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.034,1013.611,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.3,30.2,27.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,2.007,1205.117,0.225,,,,,,,,,,,,,,,,,
7/11/2016,14P,T1,P,25.2,31.3,28.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,2.347,420.338,0.206,-0.002,0.216,-0.000111585,29.49093904,181.4335581,0.181433558,0.018143356,32497.11417,32.49711417,3.249711417,37.09,0.0371,0.00,,,,
7/11/2016,,T2,P,25.2,31.3,28.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,2.269,416.030,0.194,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.2,31.3,28.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,2.152,,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.2,31.3,28.25,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,2.095,449.199,0.186,,,,,,,,,,,,,,,,,
7/11/2016,15N,T1,N,25.3,32,28.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.544,1016.832,0.979,-0.002,5.731,-0.004067364,24.48568369,243.1230334,0.243123033,0.024312303,97174.65541,97.17465541,9.717465541,218.26,0.2183,0.02,,,,
7/11/2016,,T2,N,25.3,32,28.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.418,1499.288,0.442,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,25.3,32,28.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.300,1741.804,0.293,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,25.3,32,28.65,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.210,1960.566,0.268,,,,,,,,,,,,,,,,,
7/11/2016,15P,T1,P,25.3,31.8,28.55,4.1275,0,20.0,20.0,1070,1.070,54,0.005,30,2.121,312.256,0.210,0.000,0.001,-9.64508E-05,29.50082372,172.5873562,0.172587356,0.017258736,25403.20761,25.40320761,2.540320761,39.85,0.0398,0.00,,,,
7/11/2016,,T2,P,25.3,31.8,28.55,4.1275,0,20.0,20.0,1070,1.070,54,0.005,60,2.204,283.215,0.215,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.3,31.8,28.55,4.1275,0,20.0,20.0,1070,1.070,54,0.005,120,2.199,311.826,0.212,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.3,31.8,28.55,4.1275,0,20.0,20.0,1070,1.070,54,0.005,180,2.066,299.349,0.196,,,,,,,,,,,,,,,,,
7/11/2016,16N,T1,N,25.8,33,29.4,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.143,1310.950,0.212,-0.002,9.611,-0.000613875,24.52670511,204.4795073,0.204479507,0.020447951,125072.7331,125.0727331,12.50727331,47.30,0.0473,0.00,,,,
7/11/2016,,T2,N,25.8,33,29.4,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.046,1683.764,0.198,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,25.8,33,29.4,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,1.960,2192.869,,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,25.8,33,29.4,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,,,0.122,,,,,,,,,,,,,,,,,
7/11/2016,16P,T1,P,26,33.7,29.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,30,2.230,489.858,0.199,-0.001,0.342,-0.000108589,29.57001647,176.457353,0.176457353,0.017645735,38764.55994,38.76455994,3.876455994,36.69,0.0367,0.00,,,,
7/11/2016,,T2,P,26,33.7,29.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,60,2.061,478.639,0.201,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,26,33.7,29.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,120,2.051,,0.198,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,26,33.7,29.85,4.1275,0,19.5,19.5,1044,1.044,54,0.005,180,2.046,534.060,0.183,,,,,,,,,,,,,,,,,
7/11/2016,17N,T1,N,24.7,30.7,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,30,5.512,440.916,0.197,0.529,0.522,0.000202764,24.43645799,500.7337385,0.500733738,0.050073374,40056.24155,40.05624155,4.005624155,41.75,0.0417,0.00,,,,
7/11/2016,,T2,N,24.7,30.7,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,60,34.135,,0.187,,,,,,,,,,,,,,,,,
7/11/2016,,T3,N,24.7,30.7,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,120,55.639,528.606,0.212,,,,,,,,,,,,,,,,,
7/11/2016,,T4,N,24.7,30.7,27.7,4.1275,0,18.5,18.5,990,0.990,54,0.005,180,,513.329,,,,,,,,,,,,,,,,,,
7/11/2016,17P,T1,P,25.3,31,28.15,4.1275,0,19.0,19.0,1017,1.017,54,0.005,30,6.939,428.182,0.210,0.013,0.666,-0.00015869,29.50082372,536.3029821,0.536302982,0.053630298,33092.42947,33.09242947,3.309242947,37.83,0.0378,0.00,,,,
7/11/2016,,T2,P,25.3,31,28.15,4.1275,0,19.0,19.0,1017,1.017,54,0.005,60,7.066,429.258,0.207,,,,,,,,,,,,,,,,,
7/11/2016,,T3,P,25.3,31,28.15,4.1275,0,19.0,19.0,1017,1.017,54,0.005,120,8.320,490.467,0.196,,,,,,,,,,,,,,,,,
7/11/2016,,T4,P,25.3,31,28.15,4.1275,0,19.0,19.0,1017,1.017,54,0.005,180,8.755,518.793,0.187,,,,,,,,,,,,,,,,,
